id,asset,year,rep_period,time_block_start,time_block_end,dual_max_output_flows_limit_simple_method
4202,CH3OH_storage,2030,1,4202,4202,0.0
4203,CH3OH_storage,2030,1,4203,4203,0.0
4204,CH3OH_storage,2030,1,4204,4204,0.0
4205,CH3OH_storage,2030,1,4205,4205,0.0
4206,CH3OH_storage,2030,1,4206,4206,0.0
4207,CH3OH_storage,2030,1,4207,4207,0.0
4208,CH3OH_storage,2030,1,4208,4208,0.0
4209,CH3OH_storage,2030,1,4209,4209,0.0
4210,CH3OH_storage,2030,1,4210,4210,0.0
4211,CH3OH_storage,2030,1,4211,4211,0.0
4212,CH3OH_storage,2030,1,4212,4212,0.0
4213,CH3OH_storage,2030,1,4213,4213,0.0
4214,CH3OH_storage,2030,1,4214,4214,0.0
4215,CH3OH_storage,2030,1,4215,4215,0.0
4216,CH3OH_storage,2030,1,4216,4216,0.0
4217,CH3OH_storage,2030,1,4217,4217,0.0
4218,CH3OH_storage,2030,1,4218,4218,0.0
4219,CH3OH_storage,2030,1,4219,4219,0.0
4220,CH3OH_storage,2030,1,4220,4220,0.0
4221,CH3OH_storage,2030,1,4221,4221,0.0
4222,CH3OH_storage,2030,1,4222,4222,0.0
4223,CH3OH_storage,2030,1,4223,4223,0.0
4224,CH3OH_storage,2030,1,4224,4224,0.0
4225,CH3OH_storage,2030,1,4225,4225,0.0
4226,CH3OH_storage,2030,1,4226,4226,0.0
4227,CH3OH_storage,2030,1,4227,4227,0.0
4228,CH3OH_storage,2030,1,4228,4228,0.0
4229,CH3OH_storage,2030,1,4229,4229,0.0
4230,CH3OH_storage,2030,1,4230,4230,0.0
4231,CH3OH_storage,2030,1,4231,4231,0.0
4232,CH3OH_storage,2030,1,4232,4232,0.0
4233,CH3OH_storage,2030,1,4233,4233,0.0
4234,CH3OH_storage,2030,1,4234,4234,0.0
4235,CH3OH_storage,2030,1,4235,4235,0.0
4236,CH3OH_storage,2030,1,4236,4236,0.0
4237,CH3OH_storage,2030,1,4237,4237,0.0
4238,CH3OH_storage,2030,1,4238,4238,0.0
4239,CH3OH_storage,2030,1,4239,4239,0.0
4240,CH3OH_storage,2030,1,4240,4240,0.0
4241,CH3OH_storage,2030,1,4241,4241,0.0
4242,CH3OH_storage,2030,1,4242,4242,0.0
4243,CH3OH_storage,2030,1,4243,4243,0.0
4244,CH3OH_storage,2030,1,4244,4244,0.0
4245,CH3OH_storage,2030,1,4245,4245,0.0
4246,CH3OH_storage,2030,1,4246,4246,0.0
4247,CH3OH_storage,2030,1,4247,4247,0.0
4248,CH3OH_storage,2030,1,4248,4248,0.0
4249,CH3OH_storage,2030,1,4249,4249,0.0
4250,CH3OH_storage,2030,1,4250,4250,0.0
4251,CH3OH_storage,2030,1,4251,4251,0.0
4252,CH3OH_storage,2030,1,4252,4252,0.0
4253,CH3OH_storage,2030,1,4253,4253,0.0
4254,CH3OH_storage,2030,1,4254,4254,0.0
4255,CH3OH_storage,2030,1,4255,4255,0.0
4256,CH3OH_storage,2030,1,4256,4256,0.0
4257,CH3OH_storage,2030,1,4257,4257,0.0
4258,CH3OH_storage,2030,1,4258,4258,0.0
4259,CH3OH_storage,2030,1,4259,4259,0.0
4260,CH3OH_storage,2030,1,4260,4260,0.0
4261,CH3OH_storage,2030,1,4261,4261,0.0
4262,CH3OH_storage,2030,1,4262,4262,0.0
4263,CH3OH_storage,2030,1,4263,4263,0.0
4264,CH3OH_storage,2030,1,4264,4264,0.0
4265,CH3OH_storage,2030,1,4265,4265,0.0
4266,CH3OH_storage,2030,1,4266,4266,0.0
4267,CH3OH_storage,2030,1,4267,4267,0.0
4268,CH3OH_storage,2030,1,4268,4268,0.0
4269,CH3OH_storage,2030,1,4269,4269,0.0
4270,CH3OH_storage,2030,1,4270,4270,0.0
4271,CH3OH_storage,2030,1,4271,4271,0.0
4272,CH3OH_storage,2030,1,4272,4272,0.0
4273,CH3OH_storage,2030,1,4273,4273,0.0
4274,CH3OH_storage,2030,1,4274,4274,0.0
4275,CH3OH_storage,2030,1,4275,4275,0.0
4276,CH3OH_storage,2030,1,4276,4276,0.0
4277,CH3OH_storage,2030,1,4277,4277,0.0
4278,CH3OH_storage,2030,1,4278,4278,0.0
4279,CH3OH_storage,2030,1,4279,4279,0.0
4280,CH3OH_storage,2030,1,4280,4280,0.0
4281,CH3OH_storage,2030,1,4281,4281,0.0
4282,CH3OH_storage,2030,1,4282,4282,0.0
4283,CH3OH_storage,2030,1,4283,4283,0.0
4284,CH3OH_storage,2030,1,4284,4284,0.0
4285,CH3OH_storage,2030,1,4285,4285,0.0
4286,CH3OH_storage,2030,1,4286,4286,0.0
4287,CH3OH_storage,2030,1,4287,4287,0.0
4288,CH3OH_storage,2030,1,4288,4288,0.0
4289,CH3OH_storage,2030,1,4289,4289,0.0
4290,CH3OH_storage,2030,1,4290,4290,0.0
4291,CH3OH_storage,2030,1,4291,4291,0.0
4292,CH3OH_storage,2030,1,4292,4292,0.0
4293,CH3OH_storage,2030,1,4293,4293,0.0
4294,CH3OH_storage,2030,1,4294,4294,0.0
4295,CH3OH_storage,2030,1,4295,4295,0.0
4296,CH3OH_storage,2030,1,4296,4296,0.0
4297,CH3OH_storage,2030,1,4297,4297,0.0
4298,CH3OH_storage,2030,1,4298,4298,0.0
4299,CH3OH_storage,2030,1,4299,4299,0.0
4300,CH3OH_storage,2030,1,4300,4300,0.0
4301,CH3OH_storage,2030,1,4301,4301,0.0
4302,CH3OH_storage,2030,1,4302,4302,0.0
4303,CH3OH_storage,2030,1,4303,4303,0.0
4304,CH3OH_storage,2030,1,4304,4304,0.0
4305,CH3OH_storage,2030,1,4305,4305,0.0
4306,CH3OH_storage,2030,1,4306,4306,0.0
4307,CH3OH_storage,2030,1,4307,4307,0.0
4308,CH3OH_storage,2030,1,4308,4308,0.0
4309,CH3OH_storage,2030,1,4309,4309,0.0
4310,CH3OH_storage,2030,1,4310,4310,0.0
4311,CH3OH_storage,2030,1,4311,4311,0.0
4312,CH3OH_storage,2030,1,4312,4312,0.0
4313,CH3OH_storage,2030,1,4313,4313,0.0
4314,CH3OH_storage,2030,1,4314,4314,0.0
4315,CH3OH_storage,2030,1,4315,4315,0.0
4316,CH3OH_storage,2030,1,4316,4316,0.0
4317,CH3OH_storage,2030,1,4317,4317,0.0
4318,CH3OH_storage,2030,1,4318,4318,0.0
4319,CH3OH_storage,2030,1,4319,4319,0.0
4320,CH3OH_storage,2030,1,4320,4320,0.0
4321,CH3OH_storage,2030,1,4321,4321,0.0
4322,CH3OH_storage,2030,1,4322,4322,0.0
4323,CH3OH_storage,2030,1,4323,4323,0.0
4324,CH3OH_storage,2030,1,4324,4324,0.0
4325,CH3OH_storage,2030,1,4325,4325,0.0
4326,CH3OH_storage,2030,1,4326,4326,0.0
4327,CH3OH_storage,2030,1,4327,4327,0.0
4328,CH3OH_storage,2030,1,4328,4328,0.0
4329,CH3OH_storage,2030,1,4329,4329,0.0
4330,CH3OH_storage,2030,1,4330,4330,0.0
4331,CH3OH_storage,2030,1,4331,4331,0.0
4332,CH3OH_storage,2030,1,4332,4332,0.0
4333,CH3OH_storage,2030,1,4333,4333,0.0
4334,CH3OH_storage,2030,1,4334,4334,0.0
4335,CH3OH_storage,2030,1,4335,4335,0.0
4336,CH3OH_storage,2030,1,4336,4336,0.0
4337,CH3OH_storage,2030,1,4337,4337,0.0
4338,CH3OH_storage,2030,1,4338,4338,0.0
4339,CH3OH_storage,2030,1,4339,4339,0.0
4340,CH3OH_storage,2030,1,4340,4340,0.0
4341,CH3OH_storage,2030,1,4341,4341,0.0
4342,CH3OH_storage,2030,1,4342,4342,0.0
4343,CH3OH_storage,2030,1,4343,4343,0.0
4344,CH3OH_storage,2030,1,4344,4344,0.0
4345,CH3OH_storage,2030,1,4345,4345,0.0
4346,CH3OH_storage,2030,1,4346,4346,0.0
4347,CH3OH_storage,2030,1,4347,4347,0.0
4348,CH3OH_storage,2030,1,4348,4348,0.0
4349,CH3OH_storage,2030,1,4349,4349,0.0
4350,CH3OH_storage,2030,1,4350,4350,0.0
4351,CH3OH_storage,2030,1,4351,4351,0.0
4352,CH3OH_storage,2030,1,4352,4352,0.0
4353,CH3OH_storage,2030,1,4353,4353,0.0
4354,CH3OH_storage,2030,1,4354,4354,0.0
4355,CH3OH_storage,2030,1,4355,4355,0.0
4356,CH3OH_storage,2030,1,4356,4356,0.0
4357,CH3OH_storage,2030,1,4357,4357,0.0
4358,CH3OH_storage,2030,1,4358,4358,0.0
4359,CH3OH_storage,2030,1,4359,4359,0.0
4360,CH3OH_storage,2030,1,4360,4360,0.0
4361,CH3OH_storage,2030,1,4361,4361,0.0
4362,CH3OH_storage,2030,1,4362,4362,0.0
4363,CH3OH_storage,2030,1,4363,4363,0.0
4364,CH3OH_storage,2030,1,4364,4364,0.0
4365,CH3OH_storage,2030,1,4365,4365,0.0
4366,CH3OH_storage,2030,1,4366,4366,0.0
4367,CH3OH_storage,2030,1,4367,4367,0.0
4368,CH3OH_storage,2030,1,4368,4368,0.0
4369,CH3OH_storage,2030,1,4369,4369,0.0
4370,CH3OH_storage,2030,1,4370,4370,0.0
4371,CH3OH_storage,2030,1,4371,4371,0.0
4372,CH3OH_storage,2030,1,4372,4372,0.0
4373,CH3OH_storage,2030,1,4373,4373,0.0
4374,CH3OH_storage,2030,1,4374,4374,0.0
4375,CH3OH_storage,2030,1,4375,4375,0.0
4376,CH3OH_storage,2030,1,4376,4376,0.0
4377,CH3OH_storage,2030,1,4377,4377,0.0
4378,CH3OH_storage,2030,1,4378,4378,0.0
4379,CH3OH_storage,2030,1,4379,4379,0.0
4380,CH3OH_storage,2030,1,4380,4380,0.0
4381,CH3OH_storage,2030,1,4381,4381,0.0
4382,CH3OH_storage,2030,1,4382,4382,0.0
4383,CH3OH_storage,2030,1,4383,4383,0.0
4384,CH3OH_storage,2030,1,4384,4384,0.0
4385,CH3OH_storage,2030,1,4385,4385,0.0
4386,CH3OH_storage,2030,1,4386,4386,0.0
4387,CH3OH_storage,2030,1,4387,4387,0.0
4388,CH3OH_storage,2030,1,4388,4388,0.0
4389,CH3OH_storage,2030,1,4389,4389,0.0
4390,CH3OH_storage,2030,1,4390,4390,0.0
4391,CH3OH_storage,2030,1,4391,4391,0.0
4392,CH3OH_storage,2030,1,4392,4392,0.0
4393,CH3OH_storage,2030,1,4393,4393,0.0
4394,CH3OH_storage,2030,1,4394,4394,0.0
4395,CH3OH_storage,2030,1,4395,4395,0.0
4396,CH3OH_storage,2030,1,4396,4396,0.0
4397,CH3OH_storage,2030,1,4397,4397,0.0
4398,CH3OH_storage,2030,1,4398,4398,0.0
4399,CH3OH_storage,2030,1,4399,4399,0.0
4400,CH3OH_storage,2030,1,4400,4400,0.0
4401,CH3OH_storage,2030,1,4401,4401,0.0
4402,CH3OH_storage,2030,1,4402,4402,0.0
4403,CH3OH_storage,2030,1,4403,4403,0.0
4404,CH3OH_storage,2030,1,4404,4404,0.0
4405,CH3OH_storage,2030,1,4405,4405,0.0
4406,CH3OH_storage,2030,1,4406,4406,0.0
4407,CH3OH_storage,2030,1,4407,4407,0.0
4408,CH3OH_storage,2030,1,4408,4408,0.0
4409,CH3OH_storage,2030,1,4409,4409,0.0
4410,CH3OH_storage,2030,1,4410,4410,0.0
4411,CH3OH_storage,2030,1,4411,4411,0.0
4412,CH3OH_storage,2030,1,4412,4412,0.0
4413,CH3OH_storage,2030,1,4413,4413,0.0
4414,CH3OH_storage,2030,1,4414,4414,0.0
4415,CH3OH_storage,2030,1,4415,4415,0.0
4416,CH3OH_storage,2030,1,4416,4416,0.0
4417,CH3OH_storage,2030,1,4417,4417,0.0
4418,CH3OH_storage,2030,1,4418,4418,0.0
4419,CH3OH_storage,2030,1,4419,4419,0.0
4420,CH3OH_storage,2030,1,4420,4420,0.0
4421,CH3OH_storage,2030,1,4421,4421,0.0
4422,CH3OH_storage,2030,1,4422,4422,0.0
4423,CH3OH_storage,2030,1,4423,4423,0.0
4424,CH3OH_storage,2030,1,4424,4424,0.0
4425,CH3OH_storage,2030,1,4425,4425,0.0
4426,CH3OH_storage,2030,1,4426,4426,0.0
4427,CH3OH_storage,2030,1,4427,4427,0.0
4428,CH3OH_storage,2030,1,4428,4428,0.0
4429,CH3OH_storage,2030,1,4429,4429,0.0
4430,CH3OH_storage,2030,1,4430,4430,0.0
4431,CH3OH_storage,2030,1,4431,4431,0.0
4432,CH3OH_storage,2030,1,4432,4432,0.0
4433,CH3OH_storage,2030,1,4433,4433,0.0
4434,CH3OH_storage,2030,1,4434,4434,0.0
4435,CH3OH_storage,2030,1,4435,4435,0.0
4436,CH3OH_storage,2030,1,4436,4436,0.0
4437,CH3OH_storage,2030,1,4437,4437,0.0
4438,CH3OH_storage,2030,1,4438,4438,0.0
4439,CH3OH_storage,2030,1,4439,4439,0.0
4440,CH3OH_storage,2030,1,4440,4440,0.0
4441,CH3OH_storage,2030,1,4441,4441,0.0
4442,CH3OH_storage,2030,1,4442,4442,0.0
4443,CH3OH_storage,2030,1,4443,4443,0.0
4444,CH3OH_storage,2030,1,4444,4444,0.0
4445,CH3OH_storage,2030,1,4445,4445,0.0
4446,CH3OH_storage,2030,1,4446,4446,0.0
4447,CH3OH_storage,2030,1,4447,4447,0.0
4448,CH3OH_storage,2030,1,4448,4448,0.0
4449,CH3OH_storage,2030,1,4449,4449,0.0
4450,CH3OH_storage,2030,1,4450,4450,0.0
4451,CH3OH_storage,2030,1,4451,4451,0.0
4452,CH3OH_storage,2030,1,4452,4452,0.0
4453,CH3OH_storage,2030,1,4453,4453,0.0
4454,CH3OH_storage,2030,1,4454,4454,0.0
4455,CH3OH_storage,2030,1,4455,4455,0.0
4456,CH3OH_storage,2030,1,4456,4456,0.0
4457,CH3OH_storage,2030,1,4457,4457,0.0
4458,CH3OH_storage,2030,1,4458,4458,0.0
4459,CH3OH_storage,2030,1,4459,4459,0.0
4460,CH3OH_storage,2030,1,4460,4460,0.0
4461,CH3OH_storage,2030,1,4461,4461,0.0
4462,CH3OH_storage,2030,1,4462,4462,0.0
4463,CH3OH_storage,2030,1,4463,4463,0.0
4464,CH3OH_storage,2030,1,4464,4464,0.0
4465,CH3OH_storage,2030,1,4465,4465,0.0
4466,CH3OH_storage,2030,1,4466,4466,0.0
4467,CH3OH_storage,2030,1,4467,4467,0.0
4468,CH3OH_storage,2030,1,4468,4468,0.0
4469,CH3OH_storage,2030,1,4469,4469,0.0
4470,CH3OH_storage,2030,1,4470,4470,0.0
4471,CH3OH_storage,2030,1,4471,4471,0.0
4472,CH3OH_storage,2030,1,4472,4472,0.0
4473,CH3OH_storage,2030,1,4473,4473,0.0
4474,CH3OH_storage,2030,1,4474,4474,0.0
4475,CH3OH_storage,2030,1,4475,4475,0.0
4476,CH3OH_storage,2030,1,4476,4476,0.0
4477,CH3OH_storage,2030,1,4477,4477,0.0
4478,CH3OH_storage,2030,1,4478,4478,0.0
4479,CH3OH_storage,2030,1,4479,4479,0.0
4480,CH3OH_storage,2030,1,4480,4480,0.0
4481,CH3OH_storage,2030,1,4481,4481,0.0
4482,CH3OH_storage,2030,1,4482,4482,0.0
4483,CH3OH_storage,2030,1,4483,4483,0.0
4484,CH3OH_storage,2030,1,4484,4484,0.0
4485,CH3OH_storage,2030,1,4485,4485,0.0
4486,CH3OH_storage,2030,1,4486,4486,0.0
4487,CH3OH_storage,2030,1,4487,4487,0.0
4488,CH3OH_storage,2030,1,4488,4488,0.0
4489,CH3OH_storage,2030,1,4489,4489,0.0
4490,CH3OH_storage,2030,1,4490,4490,0.0
4491,CH3OH_storage,2030,1,4491,4491,0.0
4492,CH3OH_storage,2030,1,4492,4492,0.0
4493,CH3OH_storage,2030,1,4493,4493,0.0
4494,CH3OH_storage,2030,1,4494,4494,0.0
4495,CH3OH_storage,2030,1,4495,4495,0.0
4496,CH3OH_storage,2030,1,4496,4496,0.0
4497,CH3OH_storage,2030,1,4497,4497,0.0
4498,CH3OH_storage,2030,1,4498,4498,0.0
4499,CH3OH_storage,2030,1,4499,4499,0.0
4500,CH3OH_storage,2030,1,4500,4500,0.0
4501,CH3OH_storage,2030,1,4501,4501,0.0
4502,CH3OH_storage,2030,1,4502,4502,0.0
4503,CH3OH_storage,2030,1,4503,4503,0.0
4504,CH3OH_storage,2030,1,4504,4504,0.0
4505,CH3OH_storage,2030,1,4505,4505,0.0
4506,CH3OH_storage,2030,1,4506,4506,0.0
4507,CH3OH_storage,2030,1,4507,4507,0.0
4508,CH3OH_storage,2030,1,4508,4508,0.0
4509,CH3OH_storage,2030,1,4509,4509,0.0
4510,CH3OH_storage,2030,1,4510,4510,0.0
4511,CH3OH_storage,2030,1,4511,4511,0.0
4512,CH3OH_storage,2030,1,4512,4512,0.0
4513,CH3OH_storage,2030,1,4513,4513,0.0
4514,CH3OH_storage,2030,1,4514,4514,0.0
4515,CH3OH_storage,2030,1,4515,4515,0.0
4516,CH3OH_storage,2030,1,4516,4516,0.0
4517,CH3OH_storage,2030,1,4517,4517,0.0
4518,CH3OH_storage,2030,1,4518,4518,0.0
4519,CH3OH_storage,2030,1,4519,4519,0.0
4520,CH3OH_storage,2030,1,4520,4520,0.0
4521,CH3OH_storage,2030,1,4521,4521,0.0
4522,CH3OH_storage,2030,1,4522,4522,0.0
4523,CH3OH_storage,2030,1,4523,4523,0.0
4524,CH3OH_storage,2030,1,4524,4524,0.0
4525,CH3OH_storage,2030,1,4525,4525,0.0
4526,CH3OH_storage,2030,1,4526,4526,0.0
4527,CH3OH_storage,2030,1,4527,4527,0.0
4528,CH3OH_storage,2030,1,4528,4528,0.0
4529,CH3OH_storage,2030,1,4529,4529,0.0
4530,CH3OH_storage,2030,1,4530,4530,0.0
4531,CH3OH_storage,2030,1,4531,4531,0.0
4532,CH3OH_storage,2030,1,4532,4532,0.0
4533,CH3OH_storage,2030,1,4533,4533,0.0
4534,CH3OH_storage,2030,1,4534,4534,0.0
4535,CH3OH_storage,2030,1,4535,4535,0.0
4536,CH3OH_storage,2030,1,4536,4536,0.0
4537,CH3OH_storage,2030,1,4537,4537,0.0
4538,CH3OH_storage,2030,1,4538,4538,0.0
4539,CH3OH_storage,2030,1,4539,4539,0.0
4540,CH3OH_storage,2030,1,4540,4540,0.0
4541,CH3OH_storage,2030,1,4541,4541,0.0
4542,CH3OH_storage,2030,1,4542,4542,0.0
4543,CH3OH_storage,2030,1,4543,4543,0.0
4544,CH3OH_storage,2030,1,4544,4544,0.0
4545,CH3OH_storage,2030,1,4545,4545,0.0
4546,CH3OH_storage,2030,1,4546,4546,0.0
4547,CH3OH_storage,2030,1,4547,4547,0.0
4548,CH3OH_storage,2030,1,4548,4548,0.0
4549,CH3OH_storage,2030,1,4549,4549,0.0
4550,CH3OH_storage,2030,1,4550,4550,0.0
4551,CH3OH_storage,2030,1,4551,4551,0.0
4552,CH3OH_storage,2030,1,4552,4552,0.0
4553,CH3OH_storage,2030,1,4553,4553,0.0
4554,CH3OH_storage,2030,1,4554,4554,0.0
4555,CH3OH_storage,2030,1,4555,4555,0.0
4556,CH3OH_storage,2030,1,4556,4556,0.0
4557,CH3OH_storage,2030,1,4557,4557,0.0
4558,CH3OH_storage,2030,1,4558,4558,0.0
4559,CH3OH_storage,2030,1,4559,4559,0.0
4560,CH3OH_storage,2030,1,4560,4560,0.0
4561,CH3OH_storage,2030,1,4561,4561,0.0
4562,CH3OH_storage,2030,1,4562,4562,0.0
4563,CH3OH_storage,2030,1,4563,4563,0.0
4564,CH3OH_storage,2030,1,4564,4564,0.0
4565,CH3OH_storage,2030,1,4565,4565,0.0
4566,CH3OH_storage,2030,1,4566,4566,0.0
4567,CH3OH_storage,2030,1,4567,4567,0.0
4568,CH3OH_storage,2030,1,4568,4568,0.0
4569,CH3OH_storage,2030,1,4569,4569,0.0
4570,CH3OH_storage,2030,1,4570,4570,0.0
4571,CH3OH_storage,2030,1,4571,4571,0.0
4572,CH3OH_storage,2030,1,4572,4572,0.0
4573,CH3OH_storage,2030,1,4573,4573,0.0
4574,CH3OH_storage,2030,1,4574,4574,0.0
4575,CH3OH_storage,2030,1,4575,4575,0.0
4576,CH3OH_storage,2030,1,4576,4576,0.0
4577,CH3OH_storage,2030,1,4577,4577,0.0
4578,CH3OH_storage,2030,1,4578,4578,0.0
4579,CH3OH_storage,2030,1,4579,4579,0.0
4580,CH3OH_storage,2030,1,4580,4580,0.0
4581,CH3OH_storage,2030,1,4581,4581,0.0
4582,CH3OH_storage,2030,1,4582,4582,0.0
4583,CH3OH_storage,2030,1,4583,4583,0.0
4584,CH3OH_storage,2030,1,4584,4584,0.0
4585,CH3OH_storage,2030,1,4585,4585,0.0
4586,CH3OH_storage,2030,1,4586,4586,0.0
4587,CH3OH_storage,2030,1,4587,4587,0.0
4588,CH3OH_storage,2030,1,4588,4588,0.0
4589,CH3OH_storage,2030,1,4589,4589,0.0
4590,CH3OH_storage,2030,1,4590,4590,0.0
4591,CH3OH_storage,2030,1,4591,4591,0.0
4592,CH3OH_storage,2030,1,4592,4592,0.0
4593,CH3OH_storage,2030,1,4593,4593,0.0
4594,CH3OH_storage,2030,1,4594,4594,0.0
4595,CH3OH_storage,2030,1,4595,4595,0.0
4596,CH3OH_storage,2030,1,4596,4596,0.0
4597,CH3OH_storage,2030,1,4597,4597,0.0
4598,CH3OH_storage,2030,1,4598,4598,0.0
4599,CH3OH_storage,2030,1,4599,4599,0.0
4600,CH3OH_storage,2030,1,4600,4600,0.0
4601,CH3OH_storage,2030,1,4601,4601,0.0
4602,CH3OH_storage,2030,1,4602,4602,0.0
4603,CH3OH_storage,2030,1,4603,4603,0.0
4604,CH3OH_storage,2030,1,4604,4604,0.0
4605,CH3OH_storage,2030,1,4605,4605,0.0
4606,CH3OH_storage,2030,1,4606,4606,0.0
4607,CH3OH_storage,2030,1,4607,4607,0.0
4608,CH3OH_storage,2030,1,4608,4608,0.0
4609,CH3OH_storage,2030,1,4609,4609,0.0
4610,CH3OH_storage,2030,1,4610,4610,0.0
4611,CH3OH_storage,2030,1,4611,4611,0.0
4612,CH3OH_storage,2030,1,4612,4612,0.0
4613,CH3OH_storage,2030,1,4613,4613,0.0
4614,CH3OH_storage,2030,1,4614,4614,0.0
4615,CH3OH_storage,2030,1,4615,4615,0.0
4616,CH3OH_storage,2030,1,4616,4616,0.0
4617,CH3OH_storage,2030,1,4617,4617,0.0
4618,CH3OH_storage,2030,1,4618,4618,0.0
4619,CH3OH_storage,2030,1,4619,4619,0.0
4620,CH3OH_storage,2030,1,4620,4620,0.0
4621,CH3OH_storage,2030,1,4621,4621,0.0
4622,CH3OH_storage,2030,1,4622,4622,0.0
4623,CH3OH_storage,2030,1,4623,4623,0.0
4624,CH3OH_storage,2030,1,4624,4624,0.0
4625,CH3OH_storage,2030,1,4625,4625,0.0
4626,CH3OH_storage,2030,1,4626,4626,0.0
4627,CH3OH_storage,2030,1,4627,4627,0.0
4628,CH3OH_storage,2030,1,4628,4628,0.0
4629,CH3OH_storage,2030,1,4629,4629,0.0
4630,CH3OH_storage,2030,1,4630,4630,0.0
4631,CH3OH_storage,2030,1,4631,4631,0.0
4632,CH3OH_storage,2030,1,4632,4632,0.0
4633,CH3OH_storage,2030,1,4633,4633,0.0
4634,CH3OH_storage,2030,1,4634,4634,0.0
4635,CH3OH_storage,2030,1,4635,4635,0.0
4636,CH3OH_storage,2030,1,4636,4636,0.0
4637,CH3OH_storage,2030,1,4637,4637,0.0
4638,CH3OH_storage,2030,1,4638,4638,0.0
4639,CH3OH_storage,2030,1,4639,4639,0.0
4640,CH3OH_storage,2030,1,4640,4640,0.0
4641,CH3OH_storage,2030,1,4641,4641,0.0
4642,CH3OH_storage,2030,1,4642,4642,0.0
4643,CH3OH_storage,2030,1,4643,4643,0.0
4644,CH3OH_storage,2030,1,4644,4644,0.0
4645,CH3OH_storage,2030,1,4645,4645,0.0
4646,CH3OH_storage,2030,1,4646,4646,0.0
4647,CH3OH_storage,2030,1,4647,4647,0.0
4648,CH3OH_storage,2030,1,4648,4648,0.0
4649,CH3OH_storage,2030,1,4649,4649,0.0
4650,CH3OH_storage,2030,1,4650,4650,0.0
4651,CH3OH_storage,2030,1,4651,4651,0.0
4652,CH3OH_storage,2030,1,4652,4652,0.0
4653,CH3OH_storage,2030,1,4653,4653,0.0
4654,CH3OH_storage,2030,1,4654,4654,0.0
4655,CH3OH_storage,2030,1,4655,4655,0.0
4656,CH3OH_storage,2030,1,4656,4656,0.0
4657,CH3OH_storage,2030,1,4657,4657,0.0
4658,CH3OH_storage,2030,1,4658,4658,0.0
4659,CH3OH_storage,2030,1,4659,4659,0.0
4660,CH3OH_storage,2030,1,4660,4660,0.0
4661,CH3OH_storage,2030,1,4661,4661,0.0
4662,CH3OH_storage,2030,1,4662,4662,0.0
4663,CH3OH_storage,2030,1,4663,4663,0.0
4664,CH3OH_storage,2030,1,4664,4664,0.0
4665,CH3OH_storage,2030,1,4665,4665,0.0
4666,CH3OH_storage,2030,1,4666,4666,0.0
4667,CH3OH_storage,2030,1,4667,4667,0.0
4668,CH3OH_storage,2030,1,4668,4668,0.0
4669,CH3OH_storage,2030,1,4669,4669,0.0
4670,CH3OH_storage,2030,1,4670,4670,0.0
4671,CH3OH_storage,2030,1,4671,4671,0.0
4672,CH3OH_storage,2030,1,4672,4672,0.0
4673,CH3OH_storage,2030,1,4673,4673,0.0
4674,CH3OH_storage,2030,1,4674,4674,0.0
4675,CH3OH_storage,2030,1,4675,4675,0.0
4676,CH3OH_storage,2030,1,4676,4676,0.0
4677,CH3OH_storage,2030,1,4677,4677,0.0
4678,CH3OH_storage,2030,1,4678,4678,0.0
4679,CH3OH_storage,2030,1,4679,4679,0.0
4680,CH3OH_storage,2030,1,4680,4680,0.0
4681,CH3OH_storage,2030,1,4681,4681,0.0
4682,CH3OH_storage,2030,1,4682,4682,0.0
4683,CH3OH_storage,2030,1,4683,4683,0.0
4684,CH3OH_storage,2030,1,4684,4684,0.0
4685,CH3OH_storage,2030,1,4685,4685,0.0
4686,CH3OH_storage,2030,1,4686,4686,0.0
4687,CH3OH_storage,2030,1,4687,4687,0.0
4688,CH3OH_storage,2030,1,4688,4688,0.0
4689,CH3OH_storage,2030,1,4689,4689,0.0
4690,CH3OH_storage,2030,1,4690,4690,0.0
4691,CH3OH_storage,2030,1,4691,4691,0.0
4692,CH3OH_storage,2030,1,4692,4692,0.0
4693,CH3OH_storage,2030,1,4693,4693,0.0
4694,CH3OH_storage,2030,1,4694,4694,0.0
4695,CH3OH_storage,2030,1,4695,4695,0.0
4696,CH3OH_storage,2030,1,4696,4696,0.0
4697,CH3OH_storage,2030,1,4697,4697,0.0
4698,CH3OH_storage,2030,1,4698,4698,0.0
4699,CH3OH_storage,2030,1,4699,4699,0.0
4700,CH3OH_storage,2030,1,4700,4700,0.0
4701,CH3OH_storage,2030,1,4701,4701,0.0
4702,CH3OH_storage,2030,1,4702,4702,0.0
4703,CH3OH_storage,2030,1,4703,4703,0.0
4704,CH3OH_storage,2030,1,4704,4704,0.0
4705,CH3OH_storage,2030,1,4705,4705,0.0
4706,CH3OH_storage,2030,1,4706,4706,0.0
4707,CH3OH_storage,2030,1,4707,4707,0.0
4708,CH3OH_storage,2030,1,4708,4708,0.0
4709,CH3OH_storage,2030,1,4709,4709,0.0
4710,CH3OH_storage,2030,1,4710,4710,0.0
4711,CH3OH_storage,2030,1,4711,4711,0.0
4712,CH3OH_storage,2030,1,4712,4712,0.0
4713,CH3OH_storage,2030,1,4713,4713,0.0
4714,CH3OH_storage,2030,1,4714,4714,0.0
4715,CH3OH_storage,2030,1,4715,4715,0.0
4716,CH3OH_storage,2030,1,4716,4716,0.0
4717,CH3OH_storage,2030,1,4717,4717,0.0
