id,asset,year,rep_period,time_block_start,time_block_end,dual_max_input_flows_limit_simple_method
6216,CH3OH_storage,2030,1,6216,6216,0.0
6217,CH3OH_storage,2030,1,6217,6217,0.0
6218,CH3OH_storage,2030,1,6218,6218,0.0
6219,CH3OH_storage,2030,1,6219,6219,0.0
6220,CH3OH_storage,2030,1,6220,6220,0.0
6221,CH3OH_storage,2030,1,6221,6221,0.0
6222,CH3OH_storage,2030,1,6222,6222,0.0
6223,CH3OH_storage,2030,1,6223,6223,0.0
6224,CH3OH_storage,2030,1,6224,6224,0.0
6225,CH3OH_storage,2030,1,6225,6225,0.0
6226,CH3OH_storage,2030,1,6226,6226,0.0
6227,CH3OH_storage,2030,1,6227,6227,0.0
6228,CH3OH_storage,2030,1,6228,6228,0.0
6229,CH3OH_storage,2030,1,6229,6229,0.0
6230,CH3OH_storage,2030,1,6230,6230,0.0
6231,CH3OH_storage,2030,1,6231,6231,0.0
6232,CH3OH_storage,2030,1,6232,6232,0.0
6233,CH3OH_storage,2030,1,6233,6233,0.0
6234,CH3OH_storage,2030,1,6234,6234,0.0
6235,CH3OH_storage,2030,1,6235,6235,0.0
6236,CH3OH_storage,2030,1,6236,6236,0.0
6237,CH3OH_storage,2030,1,6237,6237,0.0
6238,CH3OH_storage,2030,1,6238,6238,0.0
6239,CH3OH_storage,2030,1,6239,6239,0.0
6240,CH3OH_storage,2030,1,6240,6240,0.0
6241,CH3OH_storage,2030,1,6241,6241,0.0
6242,CH3OH_storage,2030,1,6242,6242,0.0
6243,CH3OH_storage,2030,1,6243,6243,0.0
6244,CH3OH_storage,2030,1,6244,6244,0.0
6245,CH3OH_storage,2030,1,6245,6245,0.0
6246,CH3OH_storage,2030,1,6246,6246,0.0
6247,CH3OH_storage,2030,1,6247,6247,0.0
6248,CH3OH_storage,2030,1,6248,6248,0.0
6249,CH3OH_storage,2030,1,6249,6249,0.0
6250,CH3OH_storage,2030,1,6250,6250,0.0
6251,CH3OH_storage,2030,1,6251,6251,0.0
6252,CH3OH_storage,2030,1,6252,6252,0.0
6253,CH3OH_storage,2030,1,6253,6253,0.0
6254,CH3OH_storage,2030,1,6254,6254,0.0
6255,CH3OH_storage,2030,1,6255,6255,0.0
6256,CH3OH_storage,2030,1,6256,6256,0.0
6257,CH3OH_storage,2030,1,6257,6257,0.0
6258,CH3OH_storage,2030,1,6258,6258,0.0
6259,CH3OH_storage,2030,1,6259,6259,0.0
6260,CH3OH_storage,2030,1,6260,6260,0.0
6261,CH3OH_storage,2030,1,6261,6261,0.0
6262,CH3OH_storage,2030,1,6262,6262,0.0
6263,CH3OH_storage,2030,1,6263,6263,0.0
6264,CH3OH_storage,2030,1,6264,6264,0.0
6265,CH3OH_storage,2030,1,6265,6265,0.0
6266,CH3OH_storage,2030,1,6266,6266,0.0
6267,CH3OH_storage,2030,1,6267,6267,0.0
6268,CH3OH_storage,2030,1,6268,6268,0.0
6269,CH3OH_storage,2030,1,6269,6269,0.0
6270,CH3OH_storage,2030,1,6270,6270,0.0
6271,CH3OH_storage,2030,1,6271,6271,0.0
6272,CH3OH_storage,2030,1,6272,6272,0.0
6273,CH3OH_storage,2030,1,6273,6273,0.0
6274,CH3OH_storage,2030,1,6274,6274,0.0
6275,CH3OH_storage,2030,1,6275,6275,0.0
6276,CH3OH_storage,2030,1,6276,6276,0.0
6277,CH3OH_storage,2030,1,6277,6277,0.0
6278,CH3OH_storage,2030,1,6278,6278,0.0
6279,CH3OH_storage,2030,1,6279,6279,0.0
6280,CH3OH_storage,2030,1,6280,6280,0.0
6281,CH3OH_storage,2030,1,6281,6281,0.0
6282,CH3OH_storage,2030,1,6282,6282,0.0
6283,CH3OH_storage,2030,1,6283,6283,0.0
6284,CH3OH_storage,2030,1,6284,6284,0.0
6285,CH3OH_storage,2030,1,6285,6285,0.0
6286,CH3OH_storage,2030,1,6286,6286,0.0
6287,CH3OH_storage,2030,1,6287,6287,0.0
6288,CH3OH_storage,2030,1,6288,6288,0.0
6289,CH3OH_storage,2030,1,6289,6289,0.0
6290,CH3OH_storage,2030,1,6290,6290,0.0
6291,CH3OH_storage,2030,1,6291,6291,0.0
6292,CH3OH_storage,2030,1,6292,6292,0.0
6293,CH3OH_storage,2030,1,6293,6293,0.0
6294,CH3OH_storage,2030,1,6294,6294,0.0
6295,CH3OH_storage,2030,1,6295,6295,0.0
6296,CH3OH_storage,2030,1,6296,6296,0.0
6297,CH3OH_storage,2030,1,6297,6297,0.0
6298,CH3OH_storage,2030,1,6298,6298,0.0
6299,CH3OH_storage,2030,1,6299,6299,0.0
6300,CH3OH_storage,2030,1,6300,6300,0.0
6301,CH3OH_storage,2030,1,6301,6301,0.0
6302,CH3OH_storage,2030,1,6302,6302,0.0
6303,CH3OH_storage,2030,1,6303,6303,0.0
6304,CH3OH_storage,2030,1,6304,6304,0.0
6305,CH3OH_storage,2030,1,6305,6305,0.0
6306,CH3OH_storage,2030,1,6306,6306,0.0
6307,CH3OH_storage,2030,1,6307,6307,0.0
6308,CH3OH_storage,2030,1,6308,6308,0.0
6309,CH3OH_storage,2030,1,6309,6309,0.0
6310,CH3OH_storage,2030,1,6310,6310,0.0
6311,CH3OH_storage,2030,1,6311,6311,0.0
6312,CH3OH_storage,2030,1,6312,6312,0.0
6313,CH3OH_storage,2030,1,6313,6313,0.0
6314,CH3OH_storage,2030,1,6314,6314,0.0
6315,CH3OH_storage,2030,1,6315,6315,0.0
6316,CH3OH_storage,2030,1,6316,6316,0.0
6317,CH3OH_storage,2030,1,6317,6317,0.0
6318,CH3OH_storage,2030,1,6318,6318,0.0
6319,CH3OH_storage,2030,1,6319,6319,0.0
6320,CH3OH_storage,2030,1,6320,6320,0.0
6321,CH3OH_storage,2030,1,6321,6321,0.0
6322,CH3OH_storage,2030,1,6322,6322,0.0
6323,CH3OH_storage,2030,1,6323,6323,0.0
6324,CH3OH_storage,2030,1,6324,6324,0.0
6325,CH3OH_storage,2030,1,6325,6325,0.0
6326,CH3OH_storage,2030,1,6326,6326,0.0
6327,CH3OH_storage,2030,1,6327,6327,0.0
6328,CH3OH_storage,2030,1,6328,6328,0.0
6329,CH3OH_storage,2030,1,6329,6329,0.0
6330,CH3OH_storage,2030,1,6330,6330,0.0
6331,CH3OH_storage,2030,1,6331,6331,0.0
6332,CH3OH_storage,2030,1,6332,6332,0.0
6333,CH3OH_storage,2030,1,6333,6333,0.0
6334,CH3OH_storage,2030,1,6334,6334,0.0
6335,CH3OH_storage,2030,1,6335,6335,0.0
6336,CH3OH_storage,2030,1,6336,6336,0.0
6337,CH3OH_storage,2030,1,6337,6337,0.0
6338,CH3OH_storage,2030,1,6338,6338,0.0
6339,CH3OH_storage,2030,1,6339,6339,0.0
6340,CH3OH_storage,2030,1,6340,6340,0.0
6341,CH3OH_storage,2030,1,6341,6341,0.0
6342,CH3OH_storage,2030,1,6342,6342,0.0
6343,CH3OH_storage,2030,1,6343,6343,0.0
6344,CH3OH_storage,2030,1,6344,6344,0.0
6345,CH3OH_storage,2030,1,6345,6345,0.0
6346,CH3OH_storage,2030,1,6346,6346,0.0
6347,CH3OH_storage,2030,1,6347,6347,0.0
6348,CH3OH_storage,2030,1,6348,6348,0.0
6349,CH3OH_storage,2030,1,6349,6349,0.0
6350,CH3OH_storage,2030,1,6350,6350,0.0
6351,CH3OH_storage,2030,1,6351,6351,0.0
6352,CH3OH_storage,2030,1,6352,6352,0.0
6353,CH3OH_storage,2030,1,6353,6353,0.0
6354,CH3OH_storage,2030,1,6354,6354,0.0
6355,CH3OH_storage,2030,1,6355,6355,0.0
6356,CH3OH_storage,2030,1,6356,6356,0.0
6357,CH3OH_storage,2030,1,6357,6357,0.0
6358,CH3OH_storage,2030,1,6358,6358,0.0
6359,CH3OH_storage,2030,1,6359,6359,0.0
6360,CH3OH_storage,2030,1,6360,6360,0.0
6361,CH3OH_storage,2030,1,6361,6361,0.0
6362,CH3OH_storage,2030,1,6362,6362,0.0
6363,CH3OH_storage,2030,1,6363,6363,0.0
6364,CH3OH_storage,2030,1,6364,6364,0.0
6365,CH3OH_storage,2030,1,6365,6365,0.0
6366,CH3OH_storage,2030,1,6366,6366,0.0
6367,CH3OH_storage,2030,1,6367,6367,0.0
6368,CH3OH_storage,2030,1,6368,6368,0.0
6369,CH3OH_storage,2030,1,6369,6369,0.0
6370,CH3OH_storage,2030,1,6370,6370,0.0
6371,CH3OH_storage,2030,1,6371,6371,0.0
6372,CH3OH_storage,2030,1,6372,6372,0.0
6373,CH3OH_storage,2030,1,6373,6373,0.0
6374,CH3OH_storage,2030,1,6374,6374,0.0
6375,CH3OH_storage,2030,1,6375,6375,0.0
6376,CH3OH_storage,2030,1,6376,6376,0.0
6377,CH3OH_storage,2030,1,6377,6377,0.0
6378,CH3OH_storage,2030,1,6378,6378,0.0
6379,CH3OH_storage,2030,1,6379,6379,0.0
6380,CH3OH_storage,2030,1,6380,6380,0.0
6381,CH3OH_storage,2030,1,6381,6381,0.0
6382,CH3OH_storage,2030,1,6382,6382,0.0
6383,CH3OH_storage,2030,1,6383,6383,0.0
6384,CH3OH_storage,2030,1,6384,6384,0.0
6385,CH3OH_storage,2030,1,6385,6385,0.0
6386,CH3OH_storage,2030,1,6386,6386,0.0
6387,CH3OH_storage,2030,1,6387,6387,0.0
6388,CH3OH_storage,2030,1,6388,6388,0.0
6389,CH3OH_storage,2030,1,6389,6389,0.0
6390,CH3OH_storage,2030,1,6390,6390,0.0
6391,CH3OH_storage,2030,1,6391,6391,0.0
6392,CH3OH_storage,2030,1,6392,6392,0.0
6393,CH3OH_storage,2030,1,6393,6393,0.0
6394,CH3OH_storage,2030,1,6394,6394,0.0
6395,CH3OH_storage,2030,1,6395,6395,0.0
6396,CH3OH_storage,2030,1,6396,6396,0.0
6397,CH3OH_storage,2030,1,6397,6397,0.0
6398,CH3OH_storage,2030,1,6398,6398,0.0
6399,CH3OH_storage,2030,1,6399,6399,0.0
6400,CH3OH_storage,2030,1,6400,6400,0.0
6401,CH3OH_storage,2030,1,6401,6401,0.0
6402,CH3OH_storage,2030,1,6402,6402,0.0
6403,CH3OH_storage,2030,1,6403,6403,0.0
6404,CH3OH_storage,2030,1,6404,6404,0.0
6405,CH3OH_storage,2030,1,6405,6405,0.0
6406,CH3OH_storage,2030,1,6406,6406,0.0
6407,CH3OH_storage,2030,1,6407,6407,0.0
6408,CH3OH_storage,2030,1,6408,6408,0.0
6409,CH3OH_storage,2030,1,6409,6409,0.0
6410,CH3OH_storage,2030,1,6410,6410,0.0
6411,CH3OH_storage,2030,1,6411,6411,0.0
6412,CH3OH_storage,2030,1,6412,6412,0.0
6413,CH3OH_storage,2030,1,6413,6413,0.0
6414,CH3OH_storage,2030,1,6414,6414,0.0
6415,CH3OH_storage,2030,1,6415,6415,0.0
6416,CH3OH_storage,2030,1,6416,6416,0.0
6417,CH3OH_storage,2030,1,6417,6417,0.0
6418,CH3OH_storage,2030,1,6418,6418,0.0
6419,CH3OH_storage,2030,1,6419,6419,0.0
6420,CH3OH_storage,2030,1,6420,6420,0.0
6421,CH3OH_storage,2030,1,6421,6421,0.0
6422,CH3OH_storage,2030,1,6422,6422,0.0
6423,CH3OH_storage,2030,1,6423,6423,0.0
6424,CH3OH_storage,2030,1,6424,6424,0.0
6425,CH3OH_storage,2030,1,6425,6425,0.0
6426,CH3OH_storage,2030,1,6426,6426,0.0
6427,CH3OH_storage,2030,1,6427,6427,0.0
6428,CH3OH_storage,2030,1,6428,6428,0.0
6429,CH3OH_storage,2030,1,6429,6429,0.0
6430,CH3OH_storage,2030,1,6430,6430,0.0
6431,CH3OH_storage,2030,1,6431,6431,0.0
6432,CH3OH_storage,2030,1,6432,6432,0.0
6433,CH3OH_storage,2030,1,6433,6433,0.0
6434,CH3OH_storage,2030,1,6434,6434,0.0
6435,CH3OH_storage,2030,1,6435,6435,0.0
6436,CH3OH_storage,2030,1,6436,6436,0.0
6437,CH3OH_storage,2030,1,6437,6437,0.0
6438,CH3OH_storage,2030,1,6438,6438,0.0
6439,CH3OH_storage,2030,1,6439,6439,0.0
6440,CH3OH_storage,2030,1,6440,6440,0.0
6441,CH3OH_storage,2030,1,6441,6441,0.0
6442,CH3OH_storage,2030,1,6442,6442,0.0
6443,CH3OH_storage,2030,1,6443,6443,0.0
6444,CH3OH_storage,2030,1,6444,6444,0.0
6445,CH3OH_storage,2030,1,6445,6445,0.0
6446,CH3OH_storage,2030,1,6446,6446,0.0
6447,CH3OH_storage,2030,1,6447,6447,0.0
6448,CH3OH_storage,2030,1,6448,6448,0.0
6449,CH3OH_storage,2030,1,6449,6449,0.0
6450,CH3OH_storage,2030,1,6450,6450,0.0
6451,CH3OH_storage,2030,1,6451,6451,0.0
6452,CH3OH_storage,2030,1,6452,6452,0.0
6453,CH3OH_storage,2030,1,6453,6453,0.0
6454,CH3OH_storage,2030,1,6454,6454,0.0
6455,CH3OH_storage,2030,1,6455,6455,0.0
6456,CH3OH_storage,2030,1,6456,6456,0.0
6457,CH3OH_storage,2030,1,6457,6457,0.0
6458,CH3OH_storage,2030,1,6458,6458,0.0
6459,CH3OH_storage,2030,1,6459,6459,0.0
6460,CH3OH_storage,2030,1,6460,6460,0.0
6461,CH3OH_storage,2030,1,6461,6461,0.0
6462,CH3OH_storage,2030,1,6462,6462,0.0
6463,CH3OH_storage,2030,1,6463,6463,0.0
6464,CH3OH_storage,2030,1,6464,6464,0.0
6465,CH3OH_storage,2030,1,6465,6465,0.0
6466,CH3OH_storage,2030,1,6466,6466,0.0
6467,CH3OH_storage,2030,1,6467,6467,0.0
6468,CH3OH_storage,2030,1,6468,6468,0.0
6469,CH3OH_storage,2030,1,6469,6469,0.0
6470,CH3OH_storage,2030,1,6470,6470,0.0
6471,CH3OH_storage,2030,1,6471,6471,0.0
6472,CH3OH_storage,2030,1,6472,6472,0.0
6473,CH3OH_storage,2030,1,6473,6473,0.0
6474,CH3OH_storage,2030,1,6474,6474,0.0
6475,CH3OH_storage,2030,1,6475,6475,0.0
6476,CH3OH_storage,2030,1,6476,6476,0.0
6477,CH3OH_storage,2030,1,6477,6477,0.0
6478,CH3OH_storage,2030,1,6478,6478,0.0
6479,CH3OH_storage,2030,1,6479,6479,0.0
6480,CH3OH_storage,2030,1,6480,6480,0.0
6481,CH3OH_storage,2030,1,6481,6481,0.0
6482,CH3OH_storage,2030,1,6482,6482,0.0
6483,CH3OH_storage,2030,1,6483,6483,0.0
6484,CH3OH_storage,2030,1,6484,6484,0.0
6485,CH3OH_storage,2030,1,6485,6485,0.0
6486,CH3OH_storage,2030,1,6486,6486,0.0
6487,CH3OH_storage,2030,1,6487,6487,0.0
6488,CH3OH_storage,2030,1,6488,6488,0.0
6489,CH3OH_storage,2030,1,6489,6489,0.0
6490,CH3OH_storage,2030,1,6490,6490,0.0
6491,CH3OH_storage,2030,1,6491,6491,0.0
6492,CH3OH_storage,2030,1,6492,6492,0.0
6493,CH3OH_storage,2030,1,6493,6493,0.0
6494,CH3OH_storage,2030,1,6494,6494,0.0
6495,CH3OH_storage,2030,1,6495,6495,0.0
6496,CH3OH_storage,2030,1,6496,6496,0.0
6497,CH3OH_storage,2030,1,6497,6497,0.0
6498,CH3OH_storage,2030,1,6498,6498,0.0
6499,CH3OH_storage,2030,1,6499,6499,0.0
6500,CH3OH_storage,2030,1,6500,6500,0.0
6501,CH3OH_storage,2030,1,6501,6501,0.0
6502,CH3OH_storage,2030,1,6502,6502,0.0
6503,CH3OH_storage,2030,1,6503,6503,0.0
6504,CH3OH_storage,2030,1,6504,6504,0.0
6505,CH3OH_storage,2030,1,6505,6505,0.0
6506,CH3OH_storage,2030,1,6506,6506,0.0
6507,CH3OH_storage,2030,1,6507,6507,0.0
6508,CH3OH_storage,2030,1,6508,6508,0.0
6509,CH3OH_storage,2030,1,6509,6509,0.0
6510,CH3OH_storage,2030,1,6510,6510,0.0
6511,CH3OH_storage,2030,1,6511,6511,0.0
6512,CH3OH_storage,2030,1,6512,6512,0.0
6513,CH3OH_storage,2030,1,6513,6513,0.0
6514,CH3OH_storage,2030,1,6514,6514,0.0
6515,CH3OH_storage,2030,1,6515,6515,0.0
6516,CH3OH_storage,2030,1,6516,6516,0.0
6517,CH3OH_storage,2030,1,6517,6517,0.0
6518,CH3OH_storage,2030,1,6518,6518,0.0
6519,CH3OH_storage,2030,1,6519,6519,0.0
6520,CH3OH_storage,2030,1,6520,6520,0.0
6521,CH3OH_storage,2030,1,6521,6521,0.0
6522,CH3OH_storage,2030,1,6522,6522,0.0
6523,CH3OH_storage,2030,1,6523,6523,0.0
6524,CH3OH_storage,2030,1,6524,6524,0.0
6525,CH3OH_storage,2030,1,6525,6525,0.0
6526,CH3OH_storage,2030,1,6526,6526,0.0
6527,CH3OH_storage,2030,1,6527,6527,0.0
6528,CH3OH_storage,2030,1,6528,6528,0.0
6529,CH3OH_storage,2030,1,6529,6529,0.0
6530,CH3OH_storage,2030,1,6530,6530,0.0
6531,CH3OH_storage,2030,1,6531,6531,0.0
6532,CH3OH_storage,2030,1,6532,6532,0.0
6533,CH3OH_storage,2030,1,6533,6533,0.0
6534,CH3OH_storage,2030,1,6534,6534,0.0
6535,CH3OH_storage,2030,1,6535,6535,0.0
6536,CH3OH_storage,2030,1,6536,6536,0.0
6537,CH3OH_storage,2030,1,6537,6537,0.0
6538,CH3OH_storage,2030,1,6538,6538,0.0
6539,CH3OH_storage,2030,1,6539,6539,0.0
6540,CH3OH_storage,2030,1,6540,6540,0.0
6541,CH3OH_storage,2030,1,6541,6541,0.0
6542,CH3OH_storage,2030,1,6542,6542,0.0
6543,CH3OH_storage,2030,1,6543,6543,0.0
6544,CH3OH_storage,2030,1,6544,6544,0.0
6545,CH3OH_storage,2030,1,6545,6545,0.0
6546,CH3OH_storage,2030,1,6546,6546,0.0
6547,CH3OH_storage,2030,1,6547,6547,0.0
6548,CH3OH_storage,2030,1,6548,6548,0.0
6549,CH3OH_storage,2030,1,6549,6549,0.0
6550,CH3OH_storage,2030,1,6550,6550,0.0
6551,CH3OH_storage,2030,1,6551,6551,0.0
6552,CH3OH_storage,2030,1,6552,6552,0.0
6553,CH3OH_storage,2030,1,6553,6553,0.0
6554,CH3OH_storage,2030,1,6554,6554,0.0
6555,CH3OH_storage,2030,1,6555,6555,0.0
6556,CH3OH_storage,2030,1,6556,6556,0.0
6557,CH3OH_storage,2030,1,6557,6557,0.0
6558,CH3OH_storage,2030,1,6558,6558,0.0
6559,CH3OH_storage,2030,1,6559,6559,0.0
6560,CH3OH_storage,2030,1,6560,6560,0.0
6561,CH3OH_storage,2030,1,6561,6561,0.0
6562,CH3OH_storage,2030,1,6562,6562,0.0
6563,CH3OH_storage,2030,1,6563,6563,0.0
6564,CH3OH_storage,2030,1,6564,6564,0.0
6565,CH3OH_storage,2030,1,6565,6565,0.0
6566,CH3OH_storage,2030,1,6566,6566,0.0
6567,CH3OH_storage,2030,1,6567,6567,0.0
6568,CH3OH_storage,2030,1,6568,6568,0.0
6569,CH3OH_storage,2030,1,6569,6569,0.0
6570,CH3OH_storage,2030,1,6570,6570,0.0
6571,CH3OH_storage,2030,1,6571,6571,0.0
6572,CH3OH_storage,2030,1,6572,6572,0.0
6573,CH3OH_storage,2030,1,6573,6573,0.0
6574,CH3OH_storage,2030,1,6574,6574,0.0
6575,CH3OH_storage,2030,1,6575,6575,0.0
6576,CH3OH_storage,2030,1,6576,6576,0.0
6577,CH3OH_storage,2030,1,6577,6577,0.0
6578,CH3OH_storage,2030,1,6578,6578,0.0
6579,CH3OH_storage,2030,1,6579,6579,0.0
6580,CH3OH_storage,2030,1,6580,6580,0.0
6581,CH3OH_storage,2030,1,6581,6581,0.0
6582,CH3OH_storage,2030,1,6582,6582,0.0
6583,CH3OH_storage,2030,1,6583,6583,0.0
6584,CH3OH_storage,2030,1,6584,6584,0.0
6585,CH3OH_storage,2030,1,6585,6585,0.0
6586,CH3OH_storage,2030,1,6586,6586,0.0
6587,CH3OH_storage,2030,1,6587,6587,0.0
6588,CH3OH_storage,2030,1,6588,6588,0.0
6589,CH3OH_storage,2030,1,6589,6589,0.0
6590,CH3OH_storage,2030,1,6590,6590,0.0
6591,CH3OH_storage,2030,1,6591,6591,0.0
6592,CH3OH_storage,2030,1,6592,6592,0.0
6593,CH3OH_storage,2030,1,6593,6593,0.0
6594,CH3OH_storage,2030,1,6594,6594,0.0
6595,CH3OH_storage,2030,1,6595,6595,0.0
6596,CH3OH_storage,2030,1,6596,6596,0.0
6597,CH3OH_storage,2030,1,6597,6597,0.0
6598,CH3OH_storage,2030,1,6598,6598,0.0
6599,CH3OH_storage,2030,1,6599,6599,0.0
6600,CH3OH_storage,2030,1,6600,6600,0.0
6601,CH3OH_storage,2030,1,6601,6601,0.0
6602,CH3OH_storage,2030,1,6602,6602,0.0
6603,CH3OH_storage,2030,1,6603,6603,0.0
6604,CH3OH_storage,2030,1,6604,6604,0.0
6605,CH3OH_storage,2030,1,6605,6605,0.0
6606,CH3OH_storage,2030,1,6606,6606,0.0
6607,CH3OH_storage,2030,1,6607,6607,0.0
6608,CH3OH_storage,2030,1,6608,6608,0.0
6609,CH3OH_storage,2030,1,6609,6609,0.0
6610,CH3OH_storage,2030,1,6610,6610,0.0
6611,CH3OH_storage,2030,1,6611,6611,0.0
6612,CH3OH_storage,2030,1,6612,6612,0.0
6613,CH3OH_storage,2030,1,6613,6613,0.0
6614,CH3OH_storage,2030,1,6614,6614,0.0
6615,CH3OH_storage,2030,1,6615,6615,0.0
6616,CH3OH_storage,2030,1,6616,6616,0.0
6617,CH3OH_storage,2030,1,6617,6617,0.0
6618,CH3OH_storage,2030,1,6618,6618,0.0
6619,CH3OH_storage,2030,1,6619,6619,0.0
6620,CH3OH_storage,2030,1,6620,6620,0.0
6621,CH3OH_storage,2030,1,6621,6621,0.0
6622,CH3OH_storage,2030,1,6622,6622,0.0
6623,CH3OH_storage,2030,1,6623,6623,0.0
6624,CH3OH_storage,2030,1,6624,6624,0.0
6625,CH3OH_storage,2030,1,6625,6625,0.0
6626,CH3OH_storage,2030,1,6626,6626,0.0
6627,CH3OH_storage,2030,1,6627,6627,0.0
6628,CH3OH_storage,2030,1,6628,6628,0.0
6629,CH3OH_storage,2030,1,6629,6629,0.0
6630,CH3OH_storage,2030,1,6630,6630,0.0
6631,CH3OH_storage,2030,1,6631,6631,0.0
6632,CH3OH_storage,2030,1,6632,6632,0.0
6633,CH3OH_storage,2030,1,6633,6633,0.0
6634,CH3OH_storage,2030,1,6634,6634,0.0
6635,CH3OH_storage,2030,1,6635,6635,0.0
6636,CH3OH_storage,2030,1,6636,6636,0.0
6637,CH3OH_storage,2030,1,6637,6637,0.0
6638,CH3OH_storage,2030,1,6638,6638,0.0
6639,CH3OH_storage,2030,1,6639,6639,0.0
6640,CH3OH_storage,2030,1,6640,6640,0.0
6641,CH3OH_storage,2030,1,6641,6641,0.0
6642,CH3OH_storage,2030,1,6642,6642,0.0
6643,CH3OH_storage,2030,1,6643,6643,0.0
6644,CH3OH_storage,2030,1,6644,6644,0.0
6645,CH3OH_storage,2030,1,6645,6645,0.0
6646,CH3OH_storage,2030,1,6646,6646,0.0
6647,CH3OH_storage,2030,1,6647,6647,0.0
6648,CH3OH_storage,2030,1,6648,6648,0.0
6649,CH3OH_storage,2030,1,6649,6649,0.0
6650,CH3OH_storage,2030,1,6650,6650,0.0
6651,CH3OH_storage,2030,1,6651,6651,0.0
6652,CH3OH_storage,2030,1,6652,6652,0.0
6653,CH3OH_storage,2030,1,6653,6653,0.0
6654,CH3OH_storage,2030,1,6654,6654,0.0
6655,CH3OH_storage,2030,1,6655,6655,0.0
6656,CH3OH_storage,2030,1,6656,6656,0.0
6657,CH3OH_storage,2030,1,6657,6657,0.0
6658,CH3OH_storage,2030,1,6658,6658,0.0
6659,CH3OH_storage,2030,1,6659,6659,0.0
6660,CH3OH_storage,2030,1,6660,6660,0.0
6661,CH3OH_storage,2030,1,6661,6661,0.0
6662,CH3OH_storage,2030,1,6662,6662,0.0
6663,CH3OH_storage,2030,1,6663,6663,0.0
6664,CH3OH_storage,2030,1,6664,6664,0.0
6665,CH3OH_storage,2030,1,6665,6665,0.0
6666,CH3OH_storage,2030,1,6666,6666,0.0
6667,CH3OH_storage,2030,1,6667,6667,0.0
6668,CH3OH_storage,2030,1,6668,6668,0.0
6669,CH3OH_storage,2030,1,6669,6669,0.0
6670,CH3OH_storage,2030,1,6670,6670,0.0
6671,CH3OH_storage,2030,1,6671,6671,0.0
6672,CH3OH_storage,2030,1,6672,6672,0.0
6673,CH3OH_storage,2030,1,6673,6673,0.0
6674,CH3OH_storage,2030,1,6674,6674,0.0
6675,CH3OH_storage,2030,1,6675,6675,0.0
6676,CH3OH_storage,2030,1,6676,6676,0.0
6677,CH3OH_storage,2030,1,6677,6677,0.0
6678,CH3OH_storage,2030,1,6678,6678,0.0
6679,CH3OH_storage,2030,1,6679,6679,0.0
6680,CH3OH_storage,2030,1,6680,6680,0.0
6681,CH3OH_storage,2030,1,6681,6681,0.0
6682,CH3OH_storage,2030,1,6682,6682,0.0
6683,CH3OH_storage,2030,1,6683,6683,0.0
6684,CH3OH_storage,2030,1,6684,6684,0.0
6685,CH3OH_storage,2030,1,6685,6685,0.0
6686,CH3OH_storage,2030,1,6686,6686,0.0
6687,CH3OH_storage,2030,1,6687,6687,0.0
6688,CH3OH_storage,2030,1,6688,6688,0.0
6689,CH3OH_storage,2030,1,6689,6689,0.0
6690,CH3OH_storage,2030,1,6690,6690,0.0
6691,CH3OH_storage,2030,1,6691,6691,0.0
6692,CH3OH_storage,2030,1,6692,6692,0.0
6693,CH3OH_storage,2030,1,6693,6693,0.0
6694,CH3OH_storage,2030,1,6694,6694,0.0
6695,CH3OH_storage,2030,1,6695,6695,0.0
6696,CH3OH_storage,2030,1,6696,6696,0.0
6697,CH3OH_storage,2030,1,6697,6697,0.0
6698,CH3OH_storage,2030,1,6698,6698,0.0
6699,CH3OH_storage,2030,1,6699,6699,0.0
6700,CH3OH_storage,2030,1,6700,6700,0.0
6701,CH3OH_storage,2030,1,6701,6701,0.0
6702,CH3OH_storage,2030,1,6702,6702,0.0
6703,CH3OH_storage,2030,1,6703,6703,0.0
6704,CH3OH_storage,2030,1,6704,6704,0.0
6705,CH3OH_storage,2030,1,6705,6705,0.0
6706,CH3OH_storage,2030,1,6706,6706,0.0
6707,CH3OH_storage,2030,1,6707,6707,0.0
6708,CH3OH_storage,2030,1,6708,6708,0.0
6709,CH3OH_storage,2030,1,6709,6709,0.0
6710,CH3OH_storage,2030,1,6710,6710,0.0
6711,CH3OH_storage,2030,1,6711,6711,0.0
6712,CH3OH_storage,2030,1,6712,6712,0.0
6713,CH3OH_storage,2030,1,6713,6713,0.0
6714,CH3OH_storage,2030,1,6714,6714,0.0
6715,CH3OH_storage,2030,1,6715,6715,0.0
6716,CH3OH_storage,2030,1,6716,6716,0.0
6717,CH3OH_storage,2030,1,6717,6717,0.0
6718,CH3OH_storage,2030,1,6718,6718,0.0
6719,CH3OH_storage,2030,1,6719,6719,0.0
6720,CH3OH_storage,2030,1,6720,6720,0.0
6721,CH3OH_storage,2030,1,6721,6721,0.0
6722,CH3OH_storage,2030,1,6722,6722,0.0
6723,CH3OH_storage,2030,1,6723,6723,0.0
6724,CH3OH_storage,2030,1,6724,6724,0.0
6725,CH3OH_storage,2030,1,6725,6725,0.0
6726,CH3OH_storage,2030,1,6726,6726,0.0
6727,CH3OH_storage,2030,1,6727,6727,0.0
6728,CH3OH_storage,2030,1,6728,6728,0.0
6729,CH3OH_storage,2030,1,6729,6729,0.0
6730,CH3OH_storage,2030,1,6730,6730,0.0
6731,CH3OH_storage,2030,1,6731,6731,0.0
